,unnamed:_0,customer,state,customer_lifetime_value,response,coverage,education,effective_to_date,employmentstatus,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size,vehicle_type
5780,5780,CA62597,California,7482.851041,No,Basic,Bachelor,2/25/11,Unemployed,F,0,Suburban,Married,101,17.0,20,0.0,3,Corporate Auto,Corporate L2,Offer1,Agent,978.257137,SUV,Medsize,A
5783,5783,ZU63258,California,3549.747466,No,Basic,Bachelor,1/19/11,Unemployed,M,0,Suburban,Married,100,27.0,32,1.0,1,Personal Auto,Personal L3,Offer2,Agent,480.0,SUV,Medsize,A
5785,5785,MP53505,Washington,5500.01251,No,Extended,High School or Below,2/11/11,Employed,F,86073,Rural,Married,136,3.0,32,0.0,1,Corporate Auto,Corporate L3,Offer4,Agent,333.5671,Sports Car,Medsize,A
5786,5786,SH51981,Washington,5246.057249,No,Basic,College,2/21/11,Employed,M,70301,Suburban,Divorced,67,7.0,43,0.0,7,Personal Auto,Personal L2,Offer3,Agent,328.942798,Four-Door Car,Small,A
5788,5788,TO12347,California,5534.569714,No,Basic,Bachelor,2/5/11,Disabled,M,16101,Suburban,Divorced,74,16.0,10,0.0,3,Personal Auto,Personal L2,Offer3,Call Center,437.608909,Four-Door Car,Small,A
5792,5792,AK44985,California,3853.473448,No,Basic,College,2/23/11,Unemployed,F,0,Suburban,Single,110,13.0,3,0.0,1,Personal Auto,Personal L2,Offer1,Agent,792.0,SUV,Large,A
5793,5793,YU39743,Oregon,16159.54237,No,Extended,College,1/30/11,Employed,M,29593,Suburban,Married,137,15.0,52,0.0,2,Personal Auto,Personal L3,Offer1,Call Center,657.6,Sports Car,Medsize,A
5796,5796,CH85057,Oregon,11463.99097,No,Premium,Doctor,1/15/11,Employed,F,45354,Rural,Married,285,5.0,51,0.0,1,Personal Auto,Personal L3,Offer4,Agent,540.141566,Luxury SUV,Medsize,A
5798,5798,NR99710,Arizona,4792.810444,No,Basic,High School or Below,1/12/11,Disabled,F,24395,Suburban,Married,62,35.0,99,0.0,3,Personal Auto,Personal L2,Offer1,Branch,357.109603,Two-Door Car,Medsize,A
5799,5799,AR25213,Arizona,7282.967586,No,Basic,High School or Below,1/31/11,Employed,M,40858,Suburban,Married,184,10.0,62,0.0,1,Personal Auto,Personal L3,Offer3,Agent,883.2,Luxury SUV,Large,A
5800,5800,LS92540,California,4111.197013,No,Basic,College,1/29/11,Employed,F,32210,Suburban,Divorced,103,16.0,97,0.0,1,Corporate Auto,Corporate L2,Offer1,Call Center,494.4,SUV,Large,A
5817,5817,MS41162,Arizona,4022.963529,No,Basic,High School or Below,1/26/11,Unemployed,M,0,Suburban,Single,117,6.0,1,0.0,1,Personal Auto,Personal L3,Offer1,Agent,975.107098,SUV,Medsize,A
5818,5818,GW77328,Oregon,5214.342348,No,Basic,Doctor,2/3/11,Employed,M,69991,Rural,Married,65,27.0,44,0.0,7,Personal Auto,Personal L3,Offer2,Call Center,4.619402,Four-Door Car,Medsize,A
5820,5820,WO81184,California,5052.381573,No,Basic,Bachelor,1/14/11,Employed,M,34645,Urban,Single,69,1.0,2,3.0,5,Special Auto,Special L3,Offer3,Agent,220.446667,Two-Door Car,Large,A
5823,5823,HE85298,California,4384.348683,No,Basic,High School or Below,1/7/11,Employed,F,32272,Rural,Married,110,6.0,5,0.0,1,Corporate Auto,Corporate L3,Offer2,Branch,6.342791,SUV,Medsize,A
5824,5824,QM39493,California,3499.988408,No,Extended,High School or Below,1/23/11,Disabled,M,16711,Suburban,Married,91,29.0,50,1.0,1,Personal Auto,Personal L3,Offer1,Call Center,580.622219,Four-Door Car,Medsize,A
5826,5826,BM21532,Washington,6832.111972,No,Extended,Bachelor,1/26/11,Unemployed,F,0,Suburban,Married,93,7.0,90,1.0,5,Personal Auto,Personal L3,Offer1,Agent,446.4,Four-Door Car,Small,A
5827,5827,IC80537,California,2580.849899,Yes,Basic,College,2/9/11,Employed,M,46900,Suburban,Married,66,13.0,59,0.0,1,Corporate Auto,Corporate L2,Offer2,Web,316.8,Four-Door Car,Medsize,A
5829,5829,IR73545,Oregon,13727.79972,Yes,Extended,College,1/8/11,Unemployed,M,0,Suburban,Single,126,12.0,4,0.0,2,Personal Auto,Personal L2,Offer1,Agent,604.8,SUV,Medsize,A
5830,5830,PY64219,California,13024.13012,Yes,Extended,Master,1/31/11,Unemployed,M,0,Suburban,Single,125,6.0,61,0.0,2,Personal Auto,Personal L2,Offer1,Agent,900.0,SUV,Small,A
5831,5831,JP41935,Washington,13596.19972,No,Basic,High School or Below,2/10/11,Employed,M,20128,Suburban,Married,70,28.0,10,2.0,2,Personal Auto,Personal L2,Offer2,Branch,336.0,Four-Door Car,Medsize,A
5832,5832,SB61617,California,8935.03414,No,Basic,Master,1/30/11,Employed,M,39910,Suburban,Single,112,16.0,4,0.0,5,Personal Auto,Personal L2,Offer1,Call Center,561.499579,SUV,Medsize,A
5833,5833,XX73066,Arizona,5261.101863,No,Basic,Master,2/2/11,Employed,M,43318,Rural,Married,66,35.0,28,0.0,5,Personal Auto,Personal L2,Offer2,Branch,48.936563,Four-Door Car,Medsize,A
5834,5834,DE34457,Oregon,9416.908485,No,Basic,Doctor,1/22/11,Employed,F,70602,Urban,Married,116,8.0,47,0.0,3,Personal Auto,Personal L3,Offer3,Call Center,481.339891,SUV,Small,A
5840,5840,EI85578,California,3837.615029,No,Basic,Bachelor,1/6/11,Unemployed,F,0,Rural,Married,106,15.0,30,0.0,1,Personal Auto,Personal L3,Offer3,Agent,117.229971,SUV,Medsize,A
5842,5842,UH93563,California,5306.162741,No,Basic,College,2/24/11,Employed,M,42871,Suburban,Married,67,2.0,13,0.0,6,Corporate Auto,Corporate L3,Offer3,Web,321.6,Four-Door Car,Small,A
5845,5845,CE94751,California,4568.819387,No,Basic,College,2/6/11,Unemployed,M,0,Suburban,Single,70,5.0,33,1.0,7,Personal Auto,Personal L3,Offer1,Branch,524.836298,Two-Door Car,Medsize,A
5847,5847,RC62865,Oregon,3517.385764,No,Extended,College,1/23/11,Employed,M,51814,Rural,Single,92,28.0,89,0.0,1,Personal Auto,Personal L2,Offer3,Agent,56.300724,Four-Door Car,Medsize,A
5848,5848,YI68606,Oregon,2442.200921,No,Basic,High School or Below,2/12/11,Employed,F,75449,Rural,Divorced,61,3.0,31,0.0,1,Corporate Auto,Corporate L3,Offer3,Agent,130.775164,Two-Door Car,Medsize,A
5850,5850,SQ54906,Oregon,2004.350666,Yes,Basic,College,2/22/11,Unemployed,F,0,Suburban,Divorced,66,16.0,35,4.0,1,Personal Auto,Personal L3,Offer1,Branch,316.8,Four-Door Car,Small,A
5851,5851,VU48786,Washington,5550.149947,No,Basic,Master,1/25/11,Employed,M,62219,Urban,Married,69,7.0,73,0.0,4,Personal Auto,Personal L3,Offer2,Branch,243.238784,Two-Door Car,Small,A
5853,5853,AZ95587,Arizona,10388.55323,No,Extended,Bachelor,1/11/11,Employed,F,61222,Urban,Single,89,20.0,55,0.0,2,Special Auto,Special L3,Offer3,Branch,392.604371,Four-Door Car,Small,A
5854,5854,OE19653,Oregon,3500.855508,No,Extended,High School or Below,2/26/11,Unemployed,F,0,Suburban,Married,93,4.0,63,0.0,1,Personal Auto,Personal L2,Offer4,Branch,446.4,Two-Door Car,Small,A
5856,5856,GM54859,Oregon,6051.637445,No,Extended,High School or Below,1/21/11,Unemployed,M,0,Suburban,Single,88,16.0,80,0.0,6,Personal Auto,Personal L2,Offer3,Agent,633.6,Two-Door Car,Large,A
5859,5859,NG56399,Arizona,8319.5292,No,Basic,High School or Below,1/7/11,Employed,M,61367,Suburban,Divorced,70,7.0,85,0.0,2,Personal Auto,Personal L2,Offer3,Branch,498.533231,Two-Door Car,Medsize,A
5861,5861,AF36894,California,4392.982538,No,Basic,Bachelor,2/2/11,Employed,M,33640,Suburban,Married,113,20.0,20,0.0,1,Corporate Auto,Corporate L3,Offer4,Agent,542.4,SUV,Medsize,A
5864,5864,DS46955,California,2919.710443,No,Basic,Master,1/2/11,Employed,F,41456,Urban,Married,73,11.0,19,0.0,1,Personal Auto,Personal L2,Offer4,Branch,257.380112,Four-Door Car,Medsize,A
5865,5865,WP10197,Nevada,3933.813993,Yes,Basic,High School or Below,1/23/11,Employed,M,25927,Suburban,Single,103,6.0,20,0.0,1,Personal Auto,Personal L3,Offer2,Web,674.973614,SUV,Medsize,A
5866,5866,BU16704,Oregon,5880.256499,No,Extended,High School or Below,2/8/11,Unemployed,F,0,Suburban,Single,82,31.0,25,0.0,8,Personal Auto,Personal L1,Offer2,Branch,590.4,Four-Door Car,Large,A
5867,5867,IZ13533,Arizona,7912.132168,No,Premium,Bachelor,2/11/11,Unemployed,M,0,Suburban,Single,114,26.0,34,0.0,7,Personal Auto,Personal L3,Offer1,Branch,820.8,Two-Door Car,Large,A
5868,5868,GH31557,California,2684.581561,No,Basic,High School or Below,1/25/11,Employed,M,98121,Suburban,Divorced,67,22.0,49,0.0,1,Personal Auto,Personal L3,Offer2,Web,383.655742,Two-Door Car,Small,A
5870,5870,QR21417,California,4462.997006,Yes,Basic,Bachelor,1/30/11,Unemployed,F,0,Suburban,Single,73,35.0,52,3.0,5,Corporate Auto,Corporate L3,Offer1,Web,350.4,Two-Door Car,Medsize,A
5873,5873,NT77164,Arizona,2744.172816,No,Basic,Doctor,2/9/11,Medical Leave,M,16686,Rural,Married,71,9.0,32,0.0,1,Personal Auto,Personal L2,Offer1,Agent,125.510669,Four-Door Car,Medsize,A
5874,5874,JV89183,Oregon,9378.900706,No,Premium,Bachelor,1/30/11,Employed,M,51425,Urban,Married,119,32.0,66,0.0,3,Personal Auto,Personal L3,Offer1,Agent,560.154132,Four-Door Car,Large,A
5875,5875,DH18269,Arizona,10614.64457,No,Extended,College,1/13/11,Medical Leave,M,16040,Suburban,Divorced,96,29.0,93,0.0,2,Personal Auto,Personal L3,Offer1,Branch,611.476898,Two-Door Car,Medsize,A
5880,5880,BU71528,California,8053.268897,No,Premium,College,2/1/11,Disabled,M,17301,Suburban,Married,105,1.0,11,0.0,5,Personal Auto,Personal L1,Offer2,Call Center,638.543326,Four-Door Car,Small,A
5882,5882,QM60216,Oregon,8906.991433,No,Extended,College,1/10/11,Employed,M,58718,Suburban,Single,226,11.0,0,0.0,1,Personal Auto,Personal L3,Offer1,Agent,1084.8,Luxury Car,Medsize,A
5884,5884,VZ56705,Oregon,8804.584902,No,Basic,Bachelor,2/25/11,Employed,M,38638,Suburban,Married,74,5.0,84,0.0,2,Personal Auto,Personal L2,Offer1,Agent,355.2,Four-Door Car,Medsize,A
5885,5885,KG16176,Washington,2434.849287,No,Basic,College,1/19/11,Unemployed,F,0,Urban,Married,66,30.0,34,0.0,1,Personal Auto,Personal L2,Offer1,Agent,167.073308,Four-Door Car,Medsize,A
5888,5888,CP38401,Oregon,8501.652884,No,Extended,High School or Below,1/31/11,Unemployed,M,0,Suburban,Single,136,20.0,98,3.0,6,Personal Auto,Personal L2,Offer1,Web,979.2,Sports Car,Medsize,A
5890,5890,GE26813,Arizona,4882.073243,No,Basic,High School or Below,1/6/11,Unemployed,M,0,Suburban,Divorced,66,18.0,66,0.0,6,Personal Auto,Personal L3,Offer1,Call Center,475.2,Four-Door Car,Small,A
5896,5896,TY31217,Washington,11009.13049,Yes,Premium,Bachelor,1/24/11,Employed,F,51643,Suburban,Single,283,16.0,43,0.0,1,Personal Auto,Personal L3,Offer2,Agent,1358.4,Luxury Car,Medsize,A
5897,5897,HY16703,Oregon,7158.530736,No,Extended,College,2/20/11,Employed,M,36463,Suburban,Single,92,8.0,25,0.0,3,Personal Auto,Personal L3,Offer1,Agent,441.6,Four-Door Car,Medsize,A
5900,5900,CF62992,Oregon,2471.077732,No,Basic,High School or Below,1/16/11,Employed,F,53074,Urban,Married,61,5.0,86,0.0,1,Personal Auto,Personal L2,Offer1,Agent,268.773368,Two-Door Car,Medsize,A
5901,5901,JH36501,Arizona,2507.884662,No,Basic,Doctor,1/23/11,Employed,M,97673,Urban,Single,63,21.0,49,0.0,1,Personal Auto,Personal L3,Offer4,Agent,178.762806,Four-Door Car,Medsize,A
5902,5902,OJ58066,Nevada,7025.04419,No,Extended,High School or Below,2/14/11,Employed,M,24726,Rural,Divorced,92,18.0,75,1.0,5,Personal Auto,Personal L3,Offer1,Call Center,150.693773,Four-Door Car,Medsize,A
5903,5903,TP61305,California,6062.441614,No,Extended,High School or Below,2/18/11,Unemployed,M,0,Suburban,Single,84,1.0,94,0.0,5,Personal Auto,Personal L3,Offer1,Web,604.8,Four-Door Car,Medsize,A
5906,5906,AI58313,Nevada,36946.06393,No,Basic,College,1/30/11,Employed,F,75425,Suburban,Divorced,116,25.0,88,1.0,2,Personal Auto,Personal L3,Offer2,Call Center,663.643801,Sports Car,Medsize,A
5907,5907,AI14767,California,40688.53442,No,Basic,High School or Below,2/19/11,Employed,F,37455,Suburban,Married,114,13.0,57,0.0,2,Personal Auto,Personal L3,Offer4,Call Center,547.2,SUV,Small,A
5908,5908,CM55703,Washington,2896.918767,No,Basic,College,2/9/11,Employed,F,33746,Suburban,Divorced,74,1.0,6,1.0,1,Personal Auto,Personal L3,Offer1,Agent,355.2,Two-Door Car,Medsize,A
5911,5911,YO58424,Oregon,2580.849899,Yes,Basic,College,2/9/11,Employed,M,46900,Suburban,Married,66,13.0,59,0.0,1,Corporate Auto,Corporate L1,Offer2,Web,316.8,Four-Door Car,Medsize,A
5913,5913,LN43251,Oregon,4623.536706,No,Extended,High School or Below,1/5/11,Unemployed,M,0,Suburban,Single,133,18.0,2,0.0,1,Personal Auto,Personal L3,Offer1,Web,957.6,SUV,Medsize,A
5914,5914,ZB32409,California,2242.226055,No,Basic,Bachelor,2/11/11,Unemployed,F,0,Suburban,Single,67,15.0,75,3.0,1,Personal Auto,Personal L1,Offer1,Agent,618.355883,Four-Door Car,Medsize,A
5915,5915,BQ88033,Oregon,42389.00791,No,Extended,College,2/17/11,Employed,M,82554,Rural,Married,132,6.0,15,0.0,2,Personal Auto,Personal L1,Offer1,Branch,154.749492,Sports Car,Medsize,A
5916,5916,VN44400,California,5692.684466,No,Basic,College,2/4/11,Employed,F,86073,Urban,Married,70,2.0,96,0.0,3,Personal Auto,Personal L2,Offer3,Branch,291.587866,Two-Door Car,Medsize,A
5917,5917,ZG56744,California,5528.212807,Yes,Basic,Bachelor,1/19/11,Employed,M,36088,Suburban,Single,72,16.0,31,0.0,9,Personal Auto,Personal L1,Offer1,Agent,345.6,Four-Door Car,Medsize,A
5919,5919,XL81489,California,6785.536334,No,Premium,Bachelor,2/25/11,Unemployed,F,0,Suburban,Single,197,6.0,22,0.0,1,Corporate Auto,Corporate L3,Offer1,Agent,1439.676002,Sports Car,Small,A
5923,5923,BK76340,California,8278.716567,No,Extended,High School or Below,2/7/11,Disabled,M,16924,Suburban,Single,226,23.0,69,0.0,1,Personal Auto,Personal L2,Offer1,Branch,1084.8,Luxury SUV,Medsize,A
5924,5924,FD64348,Oregon,22563.61838,No,Basic,High School or Below,1/17/11,Employed,M,23046,Rural,Married,65,18.0,7,3.0,2,Personal Auto,Personal L3,Offer4,Branch,1.687291,Two-Door Car,Large,A
5925,5925,ME47990,California,3109.007806,No,Extended,High School or Below,1/31/11,Employed,M,77485,Urban,Married,77,0.0,87,0.0,1,Corporate Auto,Corporate L2,Offer2,Branch,355.909266,Four-Door Car,Medsize,A
5926,5926,UX87980,Nevada,2805.286098,No,Extended,College,2/26/11,Employed,M,50180,Urban,Single,77,30.0,93,3.0,1,Personal Auto,Personal L3,Offer2,Web,360.499075,Four-Door Car,Medsize,A
5929,5929,LR43989,Oregon,4882.289803,No,Basic,High School or Below,1/17/11,Medical Leave,F,19715,Suburban,Married,66,25.0,11,4.0,5,Personal Auto,Personal L3,Offer1,Web,475.2,Four-Door Car,Small,A
5931,5931,GL82358,Nevada,2514.59196,Yes,Basic,High School or Below,2/14/11,Employed,F,43860,Rural,Single,65,15.0,58,0.0,1,Corporate Auto,Corporate L3,Offer2,Agent,156.124914,Four-Door Car,Medsize,A
5936,5936,SN26999,Oregon,10925.82157,No,Extended,High School or Below,2/28/11,Employed,F,98542,Suburban,Single,90,1.0,93,0.0,2,Personal Auto,Personal L3,Offer2,Agent,432.0,Two-Door Car,Small,A
5937,5937,MZ84108,Arizona,9853.773193,No,Extended,Bachelor,1/2/11,Employed,M,44006,Urban,Single,130,18.0,26,0.0,4,Personal Auto,Personal L3,Offer1,Branch,494.664784,Sports Car,Medsize,A
5941,5941,JU47573,California,2290.681171,No,Basic,Bachelor,1/29/11,Unemployed,F,0,Suburban,Single,64,30.0,85,0.0,1,Personal Auto,Personal L3,Offer1,Branch,482.778155,Four-Door Car,Large,A
5947,5947,HL35876,Washington,2393.915369,Yes,Basic,College,1/31/11,Unemployed,M,0,Suburban,Single,70,24.0,10,0.0,1,Personal Auto,Personal L2,Offer1,Branch,425.266308,Four-Door Car,Medsize,A
5948,5948,WJ88394,Nevada,8653.302322,No,Basic,College,1/29/11,Medical Leave,F,20588,Suburban,Married,113,6.0,86,0.0,7,Personal Auto,Personal L3,Offer1,Branch,586.390393,SUV,Medsize,A
5950,5950,TG97744,Oregon,3265.156348,Yes,Extended,Bachelor,1/26/11,Employed,F,25820,Suburban,Divorced,82,10.0,69,0.0,1,Corporate Auto,Corporate L2,Offer1,Agent,393.6,Four-Door Car,Medsize,A
5951,5951,OC47565,Oregon,5947.215835,No,Basic,College,1/9/11,Employed,F,67760,Suburban,Married,74,19.0,19,0.0,3,Special Auto,Special L3,Offer4,Branch,465.278453,Four-Door Car,Medsize,A
5952,5952,TP52309,California,13752.46705,No,Extended,High School or Below,1/27/11,Unemployed,M,0,Suburban,Married,131,31.0,49,1.0,2,Personal Auto,Personal L1,Offer3,Agent,628.8,Sports Car,Medsize,A
5954,5954,DJ34695,California,21920.81339,No,Basic,High School or Below,1/27/11,Employed,M,60180,Suburban,Married,183,14.0,70,0.0,2,Corporate Auto,Corporate L3,Offer4,Branch,988.533256,Luxury Car,Medsize,A
5955,5955,LW91009,Washington,4992.920887,No,Basic,College,2/16/11,Disabled,M,24368,Suburban,Divorced,68,34.0,54,1.0,3,Personal Auto,Personal L3,Offer1,Agent,326.4,Four-Door Car,Medsize,A
5957,5957,LJ93770,Arizona,4194.659772,No,Basic,Doctor,1/29/11,Employed,F,25581,Urban,Married,105,9.0,21,0.0,1,Personal Auto,Personal L3,Offer2,Branch,429.695284,SUV,Medsize,A
5958,5958,VW88885,California,17006.00256,No,Basic,Bachelor,1/14/11,Employed,F,58620,Suburban,Married,71,11.0,51,0.0,2,Corporate Auto,Corporate L2,Offer3,Call Center,340.8,Four-Door Car,Medsize,A
5959,5959,FQ32742,Arizona,7553.936525,No,Basic,Doctor,1/24/11,Employed,M,38008,Urban,Divorced,68,12.0,40,4.0,2,Personal Auto,Personal L2,Offer2,Agent,321.789644,Four-Door Car,Medsize,A
5960,5960,EE28119,Arizona,4670.058282,No,Premium,Bachelor,2/3/11,Employed,F,69921,Urban,Divorced,118,28.0,22,2.0,1,Personal Auto,Personal L3,Offer1,Agent,373.227044,Two-Door Car,Medsize,A
5968,5968,YJ99764,Nevada,7955.774758,No,Basic,High School or Below,1/27/11,Unemployed,M,0,Suburban,Married,74,17.0,27,0.0,2,Personal Auto,Personal L3,Offer2,Web,355.2,Four-Door Car,Medsize,A
5971,5971,IB87349,California,4528.50489,No,Premium,High School or Below,2/25/11,Employed,M,70340,Suburban,Married,113,5.0,56,0.0,1,Special Auto,Special L2,Offer1,Agent,542.4,Four-Door Car,Small,A
5972,5972,PJ54354,California,4762.823136,No,Basic,Bachelor,1/21/11,Unemployed,M,0,Suburban,Married,65,10.0,11,0.0,3,Personal Auto,Personal L1,Offer1,Call Center,366.212945,Four-Door Car,Medsize,A
5979,5979,OL48469,Nevada,4162.179638,No,Basic,High School or Below,1/6/11,Unemployed,M,0,Suburban,Single,67,26.0,88,3.0,3,Personal Auto,Personal L3,Offer1,Branch,321.6,Four-Door Car,Medsize,A
5981,5981,VD37089,Washington,3478.887023,No,Extended,College,1/7/11,Employed,M,29938,Suburban,Divorced,90,8.0,35,0.0,1,Corporate Auto,Corporate L1,Offer2,Branch,562.426585,Four-Door Car,Medsize,A
5982,5982,WD48852,Oregon,12786.66898,No,Basic,College,1/4/11,Unemployed,F,0,Suburban,Single,180,14.0,70,0.0,4,Special Auto,Special L2,Offer3,Agent,1296.0,Luxury SUV,Medsize,A
5991,5991,WU62992,Oregon,4887.794108,No,Extended,Bachelor,2/10/11,Employed,M,70742,Rural,Married,124,3.0,64,1.0,1,Personal Auto,Personal L2,Offer4,Agent,211.68058,SUV,Small,A
5992,5992,FD14790,Oregon,18196.63824,No,Extended,Bachelor,2/10/11,Employed,M,57177,Suburban,Married,92,14.0,51,0.0,2,Personal Auto,Personal L1,Offer4,Branch,441.6,Four-Door Car,Small,A
5997,5997,WO12850,Nevada,4515.445404,No,Premium,Bachelor,2/17/11,Employed,F,21500,Rural,Divorced,115,14.0,44,0.0,1,Corporate Auto,Corporate L3,Offer3,Agent,39.292196,Four-Door Car,Medsize,A
6003,6003,KG53604,Oregon,9816.528302,Yes,Basic,College,1/28/11,Employed,M,37256,Rural,Married,62,15.0,7,0.0,2,Personal Auto,Personal L1,Offer1,Branch,128.969729,Four-Door Car,Medsize,A
6005,6005,VB22338,Nevada,4110.620178,No,Basic,High School or Below,1/3/11,Employed,M,31842,Urban,Single,108,7.0,31,0.0,1,Special Auto,Special L3,Offer4,Agent,406.348084,SUV,Small,A
6011,6011,TJ46491,Oregon,5980.846151,No,Extended,College,2/17/11,Employed,F,22946,Suburban,Married,76,18.0,72,0.0,8,Personal Auto,Personal L3,Offer2,Agent,377.350433,Four-Door Car,Large,A
6019,6019,VD51297,California,7320.98824,No,Basic,College,1/9/11,Employed,M,99722,Suburban,Single,61,6.0,48,0.0,2,Personal Auto,Personal L3,Offer4,Call Center,292.8,Four-Door Car,Small,A
6022,6022,ZG12619,Washington,8257.666512,Yes,Basic,Bachelor,1/12/11,Disabled,F,23815,Suburban,Married,73,4.0,47,0.0,2,Personal Auto,Personal L1,Offer2,Call Center,424.330166,Four-Door Car,Medsize,A
6025,6025,QD34785,Arizona,5678.050167,Yes,Extended,Bachelor,1/19/11,Unemployed,F,0,Suburban,Married,76,8.0,44,0.0,3,Personal Auto,Personal L1,Offer2,Agent,364.8,Four-Door Car,Small,A
6027,6027,EC66666,Arizona,7296.493236,No,Basic,College,1/1/11,Unemployed,F,0,Suburban,Divorced,67,29.0,88,0.0,2,Personal Auto,Personal L1,Offer1,Web,321.6,Two-Door Car,Medsize,A
6031,6031,OM92482,Arizona,4834.397455,No,Basic,Bachelor,2/9/11,Disabled,M,11698,Suburban,Married,65,4.0,38,0.0,3,Personal Auto,Personal L2,Offer2,Branch,468.0,Four-Door Car,Large,A
6034,6034,SE21603,California,2469.088506,No,Basic,Bachelor,1/23/11,Unemployed,M,0,Suburban,Single,71,10.0,20,0.0,1,Corporate Auto,Corporate L3,Offer1,Branch,484.87847,Four-Door Car,Medsize,A
6037,6037,ID58230,California,5029.671927,No,Basic,College,1/2/11,Employed,F,62271,Rural,Married,63,30.0,52,0.0,3,Personal Auto,Personal L3,Offer4,Agent,25.478179,Four-Door Car,Medsize,A
6038,6038,AN21193,Washington,6933.335325,No,Basic,Bachelor,1/10/11,Unemployed,F,0,Suburban,Single,70,19.0,66,1.0,2,Personal Auto,Personal L3,Offer2,Agent,504.0,Four-Door Car,Medsize,A
6040,6040,SV68939,Arizona,9988.787618,No,Extended,Master,2/27/11,Employed,F,33157,Rural,Married,124,28.0,58,0.0,3,Personal Auto,Personal L3,Offer2,Agent,286.003968,SUV,Medsize,A
6044,6044,AA11235,Nevada,2568.843396,No,Basic,Bachelor,1/28/11,Medical Leave,F,11167,Suburban,Married,73,0.0,99,3.0,1,Personal Auto,Personal L3,Offer2,Branch,350.4,Two-Door Car,Medsize,A
6045,6045,RH97231,Washington,8693.995589,No,Basic,Bachelor,1/1/11,Employed,M,48893,Suburban,Married,110,9.0,26,0.0,3,Personal Auto,Personal L3,Offer1,Branch,787.88953,SUV,Medsize,A
6046,6046,GR49281,California,4974.801539,Yes,Basic,Bachelor,1/18/11,Employed,M,75644,Suburban,Divorced,65,5.0,68,3.0,9,Personal Auto,Personal L2,Offer2,Branch,467.803638,Two-Door Car,Medsize,A
6047,6047,DJ91267,Nevada,29091.23936,No,Extended,Bachelor,2/18/11,Employed,F,34226,Rural,Married,244,29.0,22,0.0,2,Personal Auto,Personal L3,Offer1,Agent,494.395024,Luxury SUV,Small,A
6048,6048,PF78020,California,5574.618901,No,Basic,College,2/15/11,Employed,M,20075,Suburban,Married,71,0.0,28,0.0,3,Personal Auto,Personal L2,Offer1,Agent,371.679189,Four-Door Car,Small,A
6050,6050,YC45944,Arizona,3885.456401,Yes,Premium,College,2/28/11,Unemployed,M,0,Suburban,Married,105,3.0,92,0.0,1,Personal Auto,Personal L2,Offer1,Branch,504.0,Four-Door Car,Large,A
